step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
56,CASH_OUT,11411.05,C6686166474,13826.07,2415.02,C1808743536,45551.34,56962.39,0,0
23,CASH_OUT,35207.37,C4136320736,59645.78,24438.41,C9850068838,16004.01,51211.38,0,0
88,CASH_OUT,5972.71,C3036766655,13758.75,7786.04,C2078879552,25152.2,31124.91,0,0
83,CASH_OUT,20620.97,C1688670946,45317.02,24696.05,C8612958149,1977.49,22598.46,0,0
24,CASH_OUT,9131.81,C2814968337,19792.01,10660.2,C2510172427,26965.07,36096.88,0,0
35,PAYMENT,6762.27,C3757683274,4209.16,0.0,M6484662448,0.0,0.0,0,0
93,PAYMENT,2314.38,C1854432280,10762.77,8448.39,M7733661409,0.0,0.0,0,0
38,CASH_OUT,6863.07,C8958564999,8176.94,1313.87,C3706023624,33646.27,40509.34,0,0
94,PAYMENT,1225.29,C6699332520,4204.05,2978.76,M3487994633,0.0,0.0,0,0
50,CASH_IN,33266.3,C1926834026,46994.44,80260.74,C5596513112,83800.61,50534.31,0,0
33,TRANSFER,710.57,C7678198296,1431.95,721.38,C3640464540,41141.13,41851.7,0,0
48,CASH_OUT,9650.12,C5488473850,23135.09,13484.97,C3514655091,4844.29,14494.41,0,0
94,CASH_OUT,15859.02,C7153344510,18167.16,2308.14,C2299163790,15365.72,31224.74,0,0
49,TRANSFER,7937.44,C2681856647,13985.41,6047.97,C5779647674,48896.0,56833.44,0,0
75,PAYMENT,498.77,C1309642603,1679.59,1180.82,M8118330132,0.0,0.0,0,0
60,CASH_IN,29060.33,C2541349794,24347.87,53408.2,C6343195167,66968.76,37908.43,0,0
24,DEBIT,2411.98,C6610188051,22254.06,19842.08,C1052226771,29976.37,32388.35,0,0
58,CASH_OUT,7589.73,C4300465791,16601.48,9011.75,C2969103323,3215.38,10805.11,0,0
39,CASH_IN,15905.84,C7083525452,48532.78,64438.62,C2547205746,64876.83,48970.99,0,0
17,DEBIT,554.94,C3623635067,4292.72,3737.78,C2993447386,10669.89,11224.83,0,0
21,CASH_OUT,28546.39,C7474982778,52829.13,24282.74,C2409646794,1593.22,30139.61,0,0
99,CASH_OUT,3819.67,C3598157934,6463.14,2643.47,C6451608347,3857.2,7676.87,0,0
72,CASH_OUT,741.13,C1250044590,941.16,200.03,C7721701084,31501.4,32242.53,0,0
32,TRANSFER,26782.73,C8617347270,40876.09,14093.36,C2887431255,29873.85,56656.58,0,0
52,CASH_IN,17558.18,C8603048701,7547.56,25105.74,C6719731089,89146.43,71588.25,0,0
82,PAYMENT,9457.93,C6421634839,29771.63,20313.7,M4136621570,0.0,0.0,0,0
12,CASH_OUT,18806.65,C4476199476,39861.48,21054.83,C4975779850,39951.57,58758.22,0,0
74,PAYMENT,2111.25,C8403457725,6007.1,3895.85,M5796396994,0.0,0.0,0,0
88,PAYMENT,4739.99,C2738898904,19987.78,15247.79,M8958361633,0.0,0.0,0,0
22,CASH_OUT,32463.21,C7969837927,69586.47,37123.26,C2668250303,12813.91,45277.12,0,0
55,PAYMENT,2060.72,C9928730799,2623.45,562.73,M2668413893,0.0,0.0,0,0
87,TRANSFER,28059.63,C8646369354,56855.49,28795.86,C6820149016,36852.66,64912.29,0,0
68,CASH_OUT,6392.51,C2369982913,9473.96,3081.45,C5081094132,9783.35,16175.86,0,0
7,DEBIT,1342.97,C7023860615,9114.78,7771.81,C6308950566,6311.88,7654.85,0,0
20,CASH_OUT,9325.53,C6349449343,15839.27,6513.74,C7713647974,9577.0,18902.53,0,0
95,PAYMENT,62.43,C5108421047,357.1,294.67,M2770224675,0.0,0.0,0,0
22,PAYMENT,1378.16,C6448179403,3604.64,2226.48,M2499021857,0.0,0.0,0,0
81,PAYMENT,3071.89,C9322551671,11125.59,8053.7,M6982365651,0.0,0.0,0,0
2,CASH_OUT,18938.77,C8851542054,33324.44,14385.67,C4789479377,43400.57,62339.34,0,0
44,PAYMENT,1183.98,C8041091678,2183.55,999.57,M5263686900,0.0,0.0,0,0
78,PAYMENT,3361.01,C3694946106,14318.4,10957.39,M5167227992,0.0,0.0,0,0
39,CASH_OUT,26029.43,C8587670471,28160.51,2131.08,C9356917452,30242.74,56272.17,0,0
52,CASH_IN,23912.49,C5926050466,49044.36,72956.85,C1936889352,29292.35,5379.86,0,0
95,PAYMENT,2438.19,C8971755160,2599.51,161.32,M1133388542,0.0,0.0,0,0
6,PAYMENT,12831.89,C4898823055,34079.19,21247.3,M6343004157,0.0,0.0,0,0
93,PAYMENT,4249.29,C2350524025,13647.65,9398.36,M2048652249,0.0,0.0,0,0
10,CASH_OUT,15597.15,C3859191197,20593.03,4995.88,C9791190163,34943.13,50540.28,0,0
15,CASH_IN,7670.97,C7307561043,23510.71,31181.68,C3676099024,3757.52,0.0,0,0
85,PAYMENT,1015.67,C6614748294,5143.69,4128.02,M1517029159,0.0,0.0,0,0
52,CASH_OUT,1664.13,C2661048768,2136.6,472.47,C6526546952,27293.42,28957.55,0,0
4,CASH_OUT,26284.15,C5197269157,54339.32,28055.17,C6929574681,46542.26,72826.41,0,0
75,PAYMENT,4515.22,C6387805072,5064.87,549.65,M3944805722,0.0,0.0,0,0
67,CASH_IN,11301.46,C7755729848,14801.86,26103.32,C4836614346,94129.6,82828.14,0,0
31,CASH_OUT,25327.1,C2974490751,54869.47,29542.37,C5269247598,39090.09,64417.19,0,0
18,CASH_IN,3402.12,C6931224836,49736.86,53138.98,C6723445604,17002.12,13600.0,0,0
81,PAYMENT,2747.08,C6163431157,6797.52,4050.44,M1843039520,0.0,0.0,0,0
81,CASH_OUT,48412.18,C9629721267,70605.92,22193.74,C2218157062,40913.97,89326.15,0,0
19,CASH_IN,3250.07,C1185621191,31680.39,34930.46,C4661608551,67991.95,64741.88,0,0
35,CASH_OUT,6683.6,C7924177264,15924.33,9240.73,C6157969690,23677.49,30361.09,0,0
53,CASH_OUT,21223.33,C1155929012,28491.33,7268.0,C4111176310,34445.3,55668.63,0,0
54,CASH_OUT,8922.37,C5498206016,19804.22,10881.85,C1371718138,46838.09,55760.46,0,0
84,TRANSFER,90098.02,C9924243978,137265.11,47167.09,C6375522704,20351.53,110449.55,0,0
61,CASH_IN,27288.66,C9934059297,23206.36,50495.02,C3259268353,96155.42,68866.76,0,0
71,PAYMENT,730.65,C2826324533,1451.25,720.6,M6298906401,0.0,0.0,0,0
41,PAYMENT,10280.42,C1083738441,25408.23,15127.81,M9554414076,0.0,0.0,0,0
11,CASH_OUT,68668.33,C4206076414,100728.37,32060.04,C9056233693,4957.05,73625.38,0,0
85,PAYMENT,6368.59,C6093529607,24602.56,18233.97,M9937272146,0.0,0.0,0,0
50,CASH_OUT,2573.32,C4562211423,5086.18,2512.86,C2461719208,7510.67,10083.99,0,0
76,CASH_IN,17779.5,C5424724713,43162.27,60941.77,C2001073308,19269.36,1489.86,0,0
46,TRANSFER,8282.21,C5619226386,23409.01,15126.8,C7713340244,10702.21,18984.42,0,0
24,CASH_OUT,69416.19,C9899234247,151057.14,81640.95,C2862111153,19615.32,89031.51,0,0
62,PAYMENT,459.61,C5947038958,1718.93,1259.32,M9302384015,0.0,0.0,0,0
17,CASH_IN,6400.08,C6760652905,17932.57,24332.65,C5713082583,35451.29,29051.21,0,0
91,TRANSFER,10526.69,C4939044429,22333.46,11806.77,C1560556551,19650.21,30176.9,0,0
5,TRANSFER,17172.16,C1331071020,19109.65,1937.49,C4473333701,2416.12,19588.28,0,0
69,PAYMENT,805.77,C2502906637,2290.73,1484.96,M8741569352,0.0,0.0,0,0
62,CASH_OUT,3757.68,C5879873227,4730.3,972.62,C8635575583,23138.42,26896.1,0,0
13,CASH_OUT,6414.7,C1080369348,15588.75,9174.05,C8322851480,35763.17,42177.87,0,0
82,TRANSFER,8196.54,C2378170698,13986.45,5789.91,C6121944541,22111.67,30308.21,0,0
87,PAYMENT,5354.7,C7036281137,15980.85,10626.15,M3373584314,0.0,0.0,0,0
86,CASH_OUT,1743.07,C5317727288,3114.07,1371.0,C9329619669,49178.8,50921.87,0,0
89,CASH_OUT,2228.84,C1536971990,4073.76,1844.92,C1076630737,36827.12,39055.96,0,0
54,PAYMENT,1145.33,C9689442911,4936.61,3791.28,M7433417164,0.0,0.0,0,0
2,CASH_IN,1865.09,C4717464664,12012.93,13878.02,C6469523487,92811.19,90946.1,0,0
30,CASH_OUT,19193.34,C5911508431,43455.21,24261.87,C7371821826,10868.45,30061.79,0,0
34,CASH_OUT,3144.04,C1620265664,4852.69,1708.65,C2050996001,19703.91,22847.95,0,0
29,CASH_IN,19384.62,C1872163903,26396.42,45781.04,C3170988862,81984.22,62599.6,0,0
86,CASH_IN,936.5,C4521702126,38705.34,39641.84,C3398598017,66814.09,65877.59,0,0
9,CASH_IN,41978.42,C6500396977,49629.45,91607.87,C7143074159,69448.94,27470.52,0,0
95,CASH_IN,1739.17,C2145853284,41111.8,42850.97,C6114565914,94690.9,92951.73,0,0
31,CASH_OUT,11224.76,C6327112399,20479.17,9254.41,C3841482312,3369.13,14593.89,0,0
39,TRANSFER,2890.48,C4701301217,5892.57,3002.09,C4083621581,45916.98,48807.46,0,0
69,CASH_OUT,35913.65,C5590974997,82898.7,46985.05,C2570066322,17975.51,53889.16,0,0
50,PAYMENT,49.51,C8184657054,301.23,251.72,M9276882324,0.0,0.0,0,0
16,CASH_IN,2869.42,C8884106382,17803.44,20672.86,C8423295658,58053.23,55183.81,0,0
97,PAYMENT,3463.8,C3687696123,3335.39,0.0,M8634100201,0.0,0.0,0,0
80,TRANSFER,8637.4,C9745059789,11580.54,2943.14,C8721678779,9628.49,18265.89,0,0
61,PAYMENT,844.08,C6166951319,2035.61,1191.53,M6128323757,0.0,0.0,0,0
22,PAYMENT,152.65,C6622486958,746.72,594.07,M1019319773,0.0,0.0,0,0
38,PAYMENT,1905.92,C8560203497,5411.38,3505.46,M2802571499,0.0,0.0,0,0
51,TRANSFER,903.95,C2876873321,1263.41,359.46,C7733042664,39622.66,40526.61,0,0
51,PAYMENT,761.81,C7190754533,3454.78,2692.97,M6575353619,0.0,0.0,0,0
84,CASH_IN,12978.67,C5342438573,12595.74,25574.41,C1255988184,63963.91,50985.24,0,0
86,CASH_OUT,10376.44,C7381645574,23606.86,13230.42,C5814938396,44677.34,55053.78,0,0
20,CASH_OUT,837.62,C4984727474,1120.74,283.12,C8984211780,30098.07,30935.69,0,0
85,CASH_IN,22714.55,C2054067380,3909.72,26624.27,C6483877834,19801.49,0.0,0,0
41,PAYMENT,9003.98,C7544741696,16944.61,7940.63,M9414878018,0.0,0.0,0,0
24,CASH_IN,12273.39,C7517593370,47175.49,59448.88,C9499460969,32901.91,20628.52,0,0
4,CASH_OUT,25648.87,C2801823908,32869.18,7220.31,C4733616459,21130.72,46779.59,0,0
82,PAYMENT,2347.89,C1687425803,4384.71,2036.82,M3228037347,0.0,0.0,0,0
87,PAYMENT,6284.6,C9234974917,20193.58,13908.98,M9120290831,0.0,0.0,0,0
68,CASH_OUT,10100.99,C9250533737,12528.05,2427.06,C5491422343,4616.98,14717.97,0,0
84,TRANSFER,8664.04,C9761740472,21888.75,13224.71,C3778024384,25627.68,34291.72,0,0
31,PAYMENT,3902.78,C7627754407,4642.76,739.98,M5178341583,0.0,0.0,0,0
37,CASH_OUT,2054.35,C7281776115,2582.28,527.93,C9289591347,22319.15,24373.5,0,0
57,CASH_OUT,50451.4,C9135384313,72384.57,21933.17,C9732620569,5913.99,56365.39,0,0
77,TRANSFER,28946.01,C5011922467,62725.21,33779.2,C5335947341,47306.33,76252.34,0,0
87,CASH_OUT,20226.06,C7998047122,21853.37,1627.31,C5967606923,43752.99,63979.05,0,0
92,TRANSFER,4069.22,C4176164019,9841.35,5772.13,C4116762661,31056.25,35125.47,0,0
58,CASH_OUT,3218.23,C7767201182,7804.31,4586.08,C9093479694,8273.13,11491.36,0,0
50,TRANSFER,183.74,C2688466441,483.23,299.49,C5156308521,49440.83,49624.57,0,0
12,CASH_IN,2413.24,C8143347427,17074.18,19487.42,C8955176287,35703.07,33289.83,0,0
59,TRANSFER,37126.89,C6579480153,83698.37,46571.48,C3994452858,48490.67,85617.56,0,0
79,PAYMENT,7754.0,C3105228000,31138.71,23384.71,M4532446887,0.0,0.0,0,0
32,CASH_IN,6200.95,C9960413861,28223.25,34424.2,C8978189357,76049.55,69848.6,0,0
19,CASH_OUT,2985.77,C6867828637,3739.75,753.98,C8681107895,4269.62,7255.39,0,0
22,TRANSFER,6657.76,C6387276661,9752.5,3094.74,C1496754718,27644.89,34302.65,0,0
37,PAYMENT,357.58,C5689558367,1527.84,1170.26,M5348732427,0.0,0.0,0,0
36,PAYMENT,533.84,C2294158088,2096.02,1562.18,M1759294814,0.0,0.0,0,0
27,CASH_IN,44213.9,C7257393425,3974.33,48188.23,C7530505828,19292.25,0.0,0,0
34,PAYMENT,7589.25,C7951820749,26974.71,19385.46,M1458227039,0.0,0.0,0,0
28,CASH_OUT,27803.17,C4932613845,57230.15,29426.98,C8471865473,23454.45,51257.62,0,0
30,CASH_IN,24731.46,C7268322054,2040.19,26771.65,C3111519515,41272.33,16540.87,0,0
30,CASH_IN,4726.65,C1118795820,21099.32,25825.97,C4183436604,7277.64,2550.99,0,0
30,PAYMENT,5159.32,C2103355231,17337.55,12178.23,M4359672458,0.0,0.0,0,0
37,PAYMENT,3083.51,C7381015431,1877.38,0.0,M9240526975,0.0,0.0,0,0
9,CASH_IN,15702.34,C3849334030,36402.06,52104.4,C3766430502,98308.64,82606.3,0,0
7,CASH_OUT,28374.7,C3242010887,59171.06,30796.36,C9975078465,26761.67,55136.37,0,0
77,PAYMENT,6373.9,C1628332769,8994.88,2620.98,M1468547537,0.0,0.0,0,0
28,PAYMENT,1042.44,C3720856677,3559.08,2516.64,M2337115106,0.0,0.0,0,0
27,PAYMENT,48.92,C9360345365,212.49,163.57,M9117377926,0.0,0.0,0,0
64,CASH_IN,26895.55,C4524879297,23982.32,50877.87,C1261406234,99738.89,72843.34,0,0
48,TRANSFER,30434.14,C6184593693,71884.29,41450.15,C4408684980,8466.51,38900.65,0,0
80,PAYMENT,1042.22,C1691459718,1455.5,413.28,M5388366868,0.0,0.0,0,0
14,CASH_OUT,1297.12,C5439007036,1526.06,228.94,C8310239458,43889.05,45186.17,0,0
63,PAYMENT,177.73,C8411664709,641.89,464.16,M6951663635,0.0,0.0,0,0
94,CASH_OUT,4211.13,C2000040578,4496.69,285.56,C3530554391,29490.73,33701.86,0,0
88,PAYMENT,2396.71,C3756489655,5645.79,3249.08,M4653099312,0.0,0.0,0,0
75,DEBIT,4305.96,C4072617540,19221.13,14915.17,C7727226141,29691.95,33997.91,0,0
3,CASH_OUT,1303.16,C6168344036,1668.57,365.41,C9321099399,39683.81,40986.97,0,0
45,TRANSFER,20658.26,C1088812971,29257.65,8599.39,C7483380165,43749.1,64407.36,0,0
80,CASH_OUT,43230.72,C7995138043,51476.98,8246.26,C5060469890,1968.92,45199.64,0,0
15,PAYMENT,2258.2,C2613873798,8857.77,6599.57,M2234108998,0.0,0.0,0,0
82,PAYMENT,118.03,C6562400401,395.19,277.16,M1467335542,0.0,0.0,0,0
12,CASH_IN,4066.58,C7371304657,18767.37,22833.95,C8313703183,27939.78,23873.2,0,0
16,PAYMENT,13816.63,C1220595273,21195.03,7378.4,M5255147183,0.0,0.0,0,0
96,CASH_OUT,14689.42,C3902680716,35723.25,21033.83,C5327806218,46781.18,61470.6,0,0
97,CASH_OUT,19028.88,C8542295730,24597.7,5568.82,C4926692989,12822.8,31851.68,0,0
84,TRANSFER,12991.0,C6898067674,16388.56,3397.56,C7792726969,34004.11,46995.11,0,0
90,PAYMENT,4681.06,C8220484263,14260.11,9579.05,M3507713123,0.0,0.0,0,0
46,CASH_IN,18418.53,C6279351219,32581.62,51000.15,C2486723279,43266.81,24848.28,0,0
36,PAYMENT,9009.65,C1186764787,38605.07,29595.42,M1787255128,0.0,0.0,0,0
2,DEBIT,6186.15,C9321644133,25000.59,18814.44,C9041700587,6352.59,12538.74,0,0
89,PAYMENT,3156.74,C2533386278,7530.46,4373.72,M7885619024,0.0,0.0,0,0
39,PAYMENT,11986.79,C4778462873,42849.48,30862.69,M5552996344,0.0,0.0,0,0
39,PAYMENT,1332.92,C9215931892,1358.14,25.22,M2899901671,0.0,0.0,0,0
46,PAYMENT,4219.54,C9671710996,10919.51,6699.97,M8918777361,0.0,0.0,0,0
43,PAYMENT,3017.56,C5923274800,11664.18,8646.62,M5096879625,0.0,0.0,0,0
46,CASH_IN,487.65,C2645028291,14713.12,15200.77,C8842385072,69440.85,68953.2,0,0
12,CASH_OUT,49659.92,C4522461409,119494.22,69834.3,C5139268467,10903.52,60563.44,0,0
8,CASH_IN,8194.43,C8176843001,32552.83,40747.26,C6934629295,68469.92,60275.49,0,0
8,PAYMENT,962.76,C5814751661,3020.93,2058.17,M8149993705,0.0,0.0,0,0
15,TRANSFER,103723.44,C1308169535,151020.76,47297.32,C6730436450,13113.88,116837.32,0,0
14,PAYMENT,1652.73,C6410840064,959.43,0.0,M3353519867,0.0,0.0,0,0
95,CASH_IN,19597.36,C5977664813,9795.58,29392.94,C3602587334,70505.31,50907.95,0,0
63,PAYMENT,75.76,C9203717758,173.52,97.76,M4573254442,0.0,0.0,0,0
6,CASH_IN,9215.03,C3396546864,8339.51,17554.54,C3669518445,68189.26,58974.23,0,0
33,TRANSFER,9778.24,C6788737892,15280.11,5501.87,C5526296122,1650.74,11428.98,0,0
22,DEBIT,9159.74,C2645904082,70430.8,61271.06,C1889347996,6609.6,15769.34,0,0
83,CASH_OUT,24299.95,C5115068398,25568.07,1268.12,C4903144440,26978.92,51278.87,0,0
95,PAYMENT,5282.17,C3631176330,18746.63,13464.46,M7749981677,0.0,0.0,0,0
40,PAYMENT,1251.23,C3142874846,3737.03,2485.8,M5252653656,0.0,0.0,0,0
18,CASH_IN,13898.07,C7267606507,23883.32,37781.39,C3513210146,34947.71,21049.64,0,0
26,CASH_IN,812.12,C7861020478,35858.73,36670.85,C2685444628,43323.11,42510.99,0,0
94,DEBIT,5302.4,C9706768318,34515.36,29212.96,C1350855677,35562.45,40864.85,0,0
47,CASH_OUT,12736.28,C2892818922,30568.91,17832.63,C5932073933,8993.94,21730.22,0,0
22,CASH_OUT,187.86,C4201714504,378.51,190.65,C7912702660,31456.95,31644.81,0,0
58,CASH_OUT,8015.84,C5103088179,16677.69,8661.85,C8824976534,25586.21,33602.05,0,0
66,PAYMENT,473.71,C6006099457,602.4,128.69,M6592426108,0.0,0.0,0,0
48,CASH_IN,9975.96,C9225248739,18187.09,28163.05,C1370396356,73405.51,63429.55,0,0
21,TRANSFER,2199.58,C3436271784,4088.58,1889.0,C5370287559,27182.57,29382.15,0,0
39,CASH_OUT,3409.43,C3077637721,6365.14,2955.71,C3498101164,4761.26,8170.69,0,0
19,PAYMENT,2090.87,C1006752172,2593.0,502.13,M3552121368,0.0,0.0,0,0
15,CASH_IN,36404.34,C8078825534,31800.46,68204.8,C3931196455,44615.51,8211.17,0,0
57,PAYMENT,5740.31,C6569024992,24840.19,19099.88,M8214251933,0.0,0.0,0,0
27,CASH_IN,6274.04,C8932867158,17204.56,23478.6,C8287452581,85763.43,79489.39,0,0
35,PAYMENT,189.52,C3328241428,316.66,127.14,M5416356815,0.0,0.0,0,0
71,DEBIT,1906.24,C4924345366,11499.1,9592.86,C2152047417,46579.28,48485.52,0,0
24,DEBIT,627.31,C5844216443,2620.99,1993.68,C9987567783,45898.67,46525.98,0,0
32,CASH_IN,12192.57,C5007858950,2507.33,14699.9,C7614806787,37866.64,25674.07,0,0
46,CASH_OUT,24347.5,C3793024711,58162.66,33815.16,C7386857627,30487.97,54835.47,0,0
87,PAYMENT,201.87,C7271448160,537.13,335.26,M4647241972,0.0,0.0,0,0
85,CASH_OUT,9035.52,C2779504001,10933.18,1897.66,C3363871753,20470.31,29505.83,0,0
42,PAYMENT,5091.33,C8904313525,12779.38,7688.05,M2170293773,0.0,0.0,0,0
30,PAYMENT,1840.72,C6141992083,9169.07,7328.35,M8724782095,0.0,0.0,0,0
89,CASH_OUT,43822.35,C9306587066,68908.11,25085.76,C8296472411,38796.94,82619.29,0,0
2,PAYMENT,2364.92,C7856331341,5250.77,2885.85,M9878744007,0.0,0.0,0,0
75,TRANSFER,11414.54,C2360634581,34117.24,22702.7,C3957807415,10197.2,21611.74,0,0
1,CASH_OUT,6125.25,C6652845187,7486.25,1361.0,C3991385255,26643.68,32768.93,0,0
56,TRANSFER,4827.4,C7938084231,11294.17,6466.77,C3983852293,18818.33,23645.73,0,0
25,CASH_IN,9565.98,C5387867346,2445.49,12011.47,C7534323726,91276.98,81711.0,0,0
60,CASH_OUT,52159.82,C6552970653,103118.6,50958.78,C5517695799,39733.74,91893.56,0,0
71,PAYMENT,2380.69,C1256622635,8441.53,6060.84,M1340170038,0.0,0.0,0,0
50,PAYMENT,3438.95,C9356509189,4091.37,652.42,M8539897078,0.0,0.0,0,0
39,TRANSFER,7739.66,C5660685804,21905.41,14165.75,C4027151701,17875.53,25615.19,0,0
71,CASH_OUT,5465.66,C5475072538,9279.05,3813.39,C8841421197,44469.27,49934.93,0,0
91,PAYMENT,125.48,C4547007176,341.39,215.91,M3068796028,0.0,0.0,0,0
4,TRANSFER,30563.01,C1283669969,39797.6,9234.59,C2462867705,12666.62,43229.63,0,0
66,CASH_OUT,26502.3,C8643993996,28902.38,2400.08,C5039146122,38083.27,64585.57,0,0
69,CASH_IN,9565.05,C9223990000,15317.97,24883.02,C2056619586,96370.79,86805.74,0,0
45,CASH_OUT,18777.68,C3877236915,37392.1,18614.42,C8199608308,43283.93,62061.61,0,0
48,CASH_IN,2482.91,C3300241699,32541.59,35024.5,C7350616258,30709.57,28226.66,0,0
5,CASH_IN,8788.21,C4163931628,2610.02,11398.23,C5709856798,95454.91,86666.7,0,0
41,PAYMENT,12.83,C1334653348,132.53,119.7,M8336771342,0.0,0.0,0,0
20,CASH_IN,7358.97,C8915346616,28244.74,35603.71,C7805816953,91455.64,84096.67,0,0
87,CASH_OUT,22071.68,C8283365648,37323.53,15251.85,C5792039029,18815.27,40886.95,0,0
64,CASH_OUT,60864.14,C3698935055,91141.9,30277.76,C9991462428,2348.38,63212.52,0,0
23,CASH_OUT,5690.9,C9099002425,9777.15,4086.25,C7885030502,34640.94,40331.84,0,0
22,CASH_IN,12955.81,C5762763650,1066.0,14021.81,C9603100849,11333.22,0.0,0,0
12,CASH_OUT,5780.99,C6329002674,11678.97,5897.98,C9387818926,31776.96,37557.95,0,0
74,PAYMENT,8025.71,C3962540226,15703.08,7677.37,M3076380335,0.0,0.0,0,0
31,PAYMENT,1207.86,C7480243951,1358.74,150.88,M1272062682,0.0,0.0,0,0
14,CASH_OUT,8345.34,C3359824437,15119.82,6774.48,C2117171039,15943.51,24288.85,0,0
9,PAYMENT,10199.6,C5986688240,13213.27,3013.67,M9549276773,0.0,0.0,0,0
63,PAYMENT,17707.03,C5613018394,73536.53,55829.5,M8358867651,0.0,0.0,0,0
12,CASH_IN,12647.39,C4144233255,31588.68,44236.07,C8592173595,7693.46,0.0,0,0
22,CASH_IN,6744.81,C4250494539,39108.36,45853.17,C3972478327,26442.08,19697.27,0,0
67,CASH_OUT,269.44,C7869573005,536.72,267.28,C5592764774,20264.38,20533.82,0,0
45,PAYMENT,5262.12,C9338034223,16148.19,10886.07,M6075434458,0.0,0.0,0,0
59,PAYMENT,775.02,C7453804700,3155.21,2380.19,M5380262891,0.0,0.0,0,0
19,TRANSFER,6125.48,C6868223780,7256.32,1130.84,C8380156358,2429.48,8554.96,0,0
64,PAYMENT,736.02,C6959359199,2112.37,1376.35,M6578421155,0.0,0.0,0,0
82,CASH_OUT,796.92,C9811895103,998.86,201.94,C9864039586,4613.24,5410.16,0,0
57,CASH_IN,327.33,C8168128270,2043.47,2370.8,C3152861319,8776.87,8449.54,0,0
100,CASH_IN,44731.32,C2573874837,36283.85,81015.17,C8859126823,10985.43,0.0,0,0
85,PAYMENT,3149.15,C4680934446,6417.56,3268.41,M7968677284,0.0,0.0,0,0
65,PAYMENT,3800.36,C2234222931,3112.79,0.0,M4427233314,0.0,0.0,0,0
87,CASH_OUT,2225.61,C1642046663,2805.46,579.85,C3373184573,46355.96,48581.57,0,0
61,PAYMENT,1744.39,C9932495244,6756.03,5011.64,M3950245206,0.0,0.0,0,0
69,TRANSFER,15426.96,C2536932170,21838.45,6411.49,C5793852507,38120.61,53547.57,0,0
43,TRANSFER,37625.13,C3436640492,105209.07,67583.94,C5275813059,48280.54,85905.67,0,0
67,TRANSFER,23340.77,C4343910921,26478.32,3137.55,C2317702298,36208.93,59549.7,0,0
68,PAYMENT,4669.3,C7505435984,12210.64,7541.34,M7493491313,0.0,0.0,0,0
66,CASH_OUT,32239.8,C2624963441,42681.54,10441.74,C2084100354,16313.58,48553.38,0,0
18,CASH_IN,24000.66,C6413392424,9910.0,33910.66,C8823842039,59771.61,35770.95,0,0
72,CASH_OUT,12071.67,C1754102903,25877.89,13806.22,C5007603194,32545.28,44616.95,0,0
35,TRANSFER,75132.55,C1020052641,86764.25,11631.7,C4536422303,46775.43,121907.98,0,0
2,PAYMENT,1915.1,C6771672924,6441.27,4526.17,M1308055242,0.0,0.0,0,0
30,PAYMENT,544.12,C9618228975,1175.57,631.45,M3613197402,0.0,0.0,0,0
66,CASH_OUT,63475.9,C4681552641,69440.56,5964.66,C3531663500,49761.14,113237.04,0,0
80,CASH_OUT,7215.75,C9379046000,12621.69,5405.94,C9227254536,45145.16,52360.91,0,0
63,PAYMENT,2296.35,C4390316941,10951.65,8655.3,M4037247000,0.0,0.0,0,0
8,CASH_OUT,42443.36,C6172778694,99666.96,57223.6,C5988694223,30099.23,72542.59,0,0
98,CASH_IN,14875.38,C6981604165,18821.1,33696.48,C8011113122,8013.87,0.0,0,0
74,PAYMENT,2931.49,C7936168991,6890.83,3959.34,M2186627892,0.0,0.0,0,0
82,PAYMENT,1324.29,C9558091177,6370.7,5046.41,M3107125807,0.0,0.0,0,0
52,CASH_OUT,26042.96,C4638106414,42075.68,16032.72,C6443918604,7885.3,33928.26,0,0
59,CASH_IN,9023.1,C7770367985,37678.91,46702.01,C9431703140,95782.92,86759.82,0,0
10,PAYMENT,6263.87,C2786576136,7264.98,1001.11,M8051851097,0.0,0.0,0,0
81,PAYMENT,2394.99,C8104916521,6608.97,4213.98,M5212143467,0.0,0.0,0,0
70,PAYMENT,2455.61,C5289485150,3293.82,838.21,M5766475326,0.0,0.0,0,0
29,CASH_IN,7166.02,C8594580916,32240.85,39406.87,C4882638251,4181.06,0.0,0,0
93,PAYMENT,3965.8,C2597167064,4189.75,223.95,M9046449694,0.0,0.0,0,0
1,DEBIT,3578.58,C7138570697,30711.33,27132.75,C4212344709,46949.15,50527.73,0,0
49,CASH_OUT,11970.79,C3617175654,19455.8,7485.01,C2009866152,40828.21,52799.0,0,0
38,CASH_OUT,1114355.56,C5066714132,1114355.56,0.0,C7245424554,0.0,0.0,1,0
95,CASH_OUT,9558.33,C1500621398,15916.74,6358.41,C7589476823,25583.93,35142.26,0,0
70,DEBIT,39.38,C7332240318,363.16,323.78,C5158932325,627.16,666.54,0,0
32,CASH_OUT,30973.54,C3022619462,63284.54,32311.0,C1898673069,49660.03,80633.57,0,0
4,CASH_OUT,27557.64,C2142808260,51180.72,23623.08,C7232009640,6994.1,34551.74,0,0
67,CASH_IN,13521.88,C2086065265,43723.55,57245.43,C1623037393,84171.47,70649.59,0,0
86,CASH_OUT,5032.8,C3854405999,12262.51,7229.71,C6205729540,22945.86,27978.66,0,0
29,PAYMENT,433.88,C8861161962,1947.26,1513.38,M9776968130,0.0,0.0,0,0
